iter	Logloss
119	0.03494539261
120	0.03477696991
121	0.03466576004
122	0.03455220032
123	0.03437216187
124	0.03427977371
125	0.0342003479
126	0.03411473083
127	0.03402865219
128	0.03392132568
129	0.0337219162
130	0.03360305786
131	0.03345841217
132	0.03332714844
133	0.03316694641
134	0.03299991989
135	0.03293608856
136	0.03284365082
137	0.03273098373
138	0.03260619354
139	0.03247821426
140	0.03232290268
141	0.03223249435
142	0.03214632416
143	0.03200547791
144	0.03195220184
145	0.03189632034
146	0.03178731155
147	0.03172216988
148	0.03164266968
149	0.03149280739
150	0.0314366436
151	0.03133180618
152	0.03131155396
153	0.03123992157
154	0.03117009735
155	0.0311161747
156	0.03103246117
157	0.03090664291
158	0.03082769012
159	0.03079936981
160	0.0306571846
161	0.0305765667
162	0.0305371418
163	0.03047597694
164	0.03046359062
165	0.030320858
166	0.03025902939
167	0.03018766212
168	0.03014727783
169	0.03005539703
170	0.02990608597
171	0.02985979843
172	0.02981688881
173	0.02975507545
174	0.02965265274
175	0.0296274128
176	0.02955984879
177	0.02948819733
178	0.02940619469
179	0.02939388275
180	0.02926381493
181	0.0292303009
182	0.02915758133
183	0.02911055374
184	0.02904623985
185	0.02897929764
186	0.02892874146
187	0.02883243179
188	0.02879131699
189	0.02872108841
190	0.02869716263
191	0.0286152153
192	0.02854965973
193	0.02853945732
194	0.02852742386
195	0.0284477272
196	0.02840940285
197	0.02833574677
198	0.02826985168
199	0.02821913528
200	0.02819624901
201	0.02817716217
202	0.02805851746
203	0.02796841049
204	0.02790254211
205	0.02784875107
206	0.02780382919
207	0.02776883698
208	0.02770314407
209	0.02759364891
210	0.02752521324
211	0.0275026207
212	0.0274325943
213	0.02740562248
214	0.02730987549
215	0.02724194527
216	0.02720545387
217	0.02711851692
218	0.02707629776
219	0.0270608902
220	0.02696632385
221	0.02693257141
222	0.02687307739
223	0.02684818649
224	0.02682115364
225	0.02674046707
226	0.02663041115
227	0.02659268951
228	0.02655303955
229	0.02653400803
230	0.0264752903
231	0.026440382
232	0.02639321136
233	0.02628827667
234	0.02624068832
235	0.0261723175
236	0.02613739014
237	0.02605746841
238	0.0259938736
239	0.02591801834
240	0.02588828659
241	0.02585398483
242	0.02583222198
243	0.02579335403
244	0.02577465057
245	0.02571444321
246	0.02568203926
247	0.0256282692
248	0.02560653877
249	0.02556738853
250	0.02554413986
251	0.02548010635
252	0.02544639778
253	0.02539180756
254	0.02534804916
255	0.02533175468
256	0.02528815079
257	0.02524708557
258	0.02520014572
259	0.02514421844
260	0.02508555984
261	0.02500959015
262	0.02494712067
263	0.02491698456
264	0.02486818695
265	0.02483324051
266	0.02475019646
267	0.02468753242
268	0.02465202904
269	0.02460907745
270	0.02454572678
271	0.02452279091
272	0.0244858284
273	0.02446265602
274	0.02445267487
275	0.02443083572
276	0.02439604378
277	0.02436994934
278	0.02433115196
279	0.02429512024
280	0.02426858711
281	0.02423424721
282	0.02418606567
283	0.02411520386
284	0.02411335182
285	0.02407514954
286	0.02403087234
287	0.02400008583
288	0.02394651031
289	0.02390884781
290	0.02383521271
291	0.02379475784
292	0.02374735641
293	0.02371262741
294	0.02368489456
295	0.02365762901
296	0.02363882065
297	0.02360707474
298	0.02357520866
299	0.02355381584
300	0.02352317238
301	0.02350632668
302	0.02347740555
303	0.02344507217
304	0.02342564201
305	0.02335414124
306	0.02332914352
307	0.02331817627
308	0.02329110336
309	0.02327503395
310	0.02324637222
311	0.02322200966
312	0.02319109154
313	0.02316831207
314	0.02311317253
315	0.02309911728
316	0.02306372833
317	0.02303048515
318	0.02301750565
319	0.02299280167
320	0.02296405792
321	0.02293999863
322	0.0228938694
323	0.02285661888
324	0.02283237076
325	0.02277894592
326	0.02275793266
327	0.02273246002
328	0.0227168808
329	0.0226568718
330	0.02262561798
331	0.02258296013
332	0.02253588867
333	0.02249679756
334	0.02244582367
335	0.02242653656
336	0.0224002037
337	0.02238582611
338	0.0223419838
339	0.02227698708
340	0.02226358414
341	0.02221183014
342	0.02221021652
343	0.02216400337
344	0.02213614464
345	0.02207492256
346	0.02204519844
347	0.02199932289
348	0.02195678711
349	0.02190574646
350	0.02184722137
351	0.02179902267
352	0.02178003502
353	0.02175019836
354	0.02173135567
355	0.02169049454
356	0.02165579033
357	0.02163303947
358	0.0216274147
359	0.02159792137
360	0.02157511711
361	0.02156052208
362	0.02152934265
363	0.02150301552
364	0.02143138695
365	0.02137467957
366	0.0213420105
367	0.02132760429
368	0.02130036163
369	0.0212642765
370	0.02124072647
371	0.02120046616
372	0.02117115402
373	0.02113711929
374	0.02105289459
375	0.02101590347
376	0.02097700119
377	0.02096207047
378	0.02093862534
379	0.02091427231
380	0.02088367844
381	0.02085930443
382	0.02085065079
383	0.02082254791
384	0.02079964447
385	0.02078232765
386	0.02076008606
387	0.02074899292
388	0.02072845268
389	0.02069561577
390	0.02066305923
391	0.02061287308
392	0.02054546738
393	0.02048924255
394	0.02046636963
395	0.0204283638
396	0.0204173317
397	0.02040653038
398	0.02033236504
399	0.02031405258
400	0.02030355263
401	0.02027232552
402	0.02023711777
403	0.02021192169
404	0.0201766777
405	0.02012750435
406	0.02009958267
407	0.02006811714
408	0.02003012657
409	0.02001454735
410	0.01999695396
411	0.01996378708
412	0.01992693329
413	0.01985249329
414	0.01981666183
415	0.01980210495
416	0.01978212738
417	0.01977366257
418	0.01974779892
419	0.01972708893
420	0.01971961212
421	0.01968096733
422	0.0196505127
423	0.01963637924
424	0.01959951401
425	0.01957444763
426	0.01956450844
427	0.01951259613
428	0.01950242233
429	0.01947417641
430	0.01943196297
431	0.01938405609
432	0.01937269211
433	0.01932975006
434	0.01932837868
435	0.01929116058
436	0.01926429939
437	0.01922617149
438	0.01919908524
439	0.01918706894
440	0.01916810226
441	0.01914012527
442	0.01911518478
443	0.01904483032
444	0.01903369331
445	0.01900384521
446	0.01896022606
447	0.01893197632
448	0.01892694855
449	0.01890639877
450	0.01888833237
451	0.01886411095
452	0.01883106995
453	0.01880208206
454	0.01877055168
455	0.01875876236
456	0.01873152542
457	0.01870832825
458	0.01868397141
459	0.01864879036
460	0.01860354614
461	0.01857039642
462	0.01853514481
463	0.01851837921
464	0.01848899269
465	0.01846878815
466	0.01844475937
467	0.01840485382
468	0.01837811279
469	0.01836858559
470	0.01835456085
471	0.01832491302
472	0.01831477356
473	0.0182822876
474	0.01825295639
475	0.01823034477
476	0.01820034599
477	0.01817517853
478	0.01815024567
479	0.01813133812
480	0.01810639
481	0.01808201027
482	0.01805769157
483	0.01802479553
484	0.01799125671
485	0.01796144867
486	0.01794735718
487	0.017915905
488	0.01787569046
489	0.01786719131
490	0.01784409332
491	0.01782085037
492	0.01781814575
493	0.01780785751
494	0.01778128624
495	0.01775911331
496	0.01773707962
497	0.01772861099
498	0.01769478607
499	0.01767091942
500	0.01764189148
501	0.01762623215
502	0.0176023941
503	0.01757992935
504	0.0175458107
505	0.01751426697
506	0.01747126007
507	0.01745139313
508	0.01743054962
509	0.01742677307
510	0.01739673615
511	0.01737170029
512	0.01734997177
513	0.01733369827
514	0.0173086319
515	0.01728916168
516	0.01726177216
517	0.01723541069
518	0.01721190834
519	0.0171692276
520	0.01715848351
521	0.01713877106
522	0.01712941742
523	0.01709621048
524	0.01707203484
525	0.01705818558
526	0.01704249573
527	0.01701979828
528	0.01700061798
529	0.01696850395
530	0.01695286751
531	0.01692565155
532	0.01690091133
533	0.01688588715
534	0.01686868668
535	0.01684687424
536	0.01682870865
537	0.01681424713
538	0.01680390549
539	0.01680295181
540	0.01677824974
541	0.01676048088
542	0.01673557663
543	0.01670931244
544	0.01670421219
545	0.01668570328
546	0.01666973495
547	0.01665738297
548	0.01662567902
549	0.01657080078
550	0.01655542374
551	0.0165429306
552	0.01652885437
553	0.0165010128
554	0.01647882462
555	0.01644908905
556	0.01643129539
557	0.01640829277
558	0.01638186836
559	0.01636504364
560	0.01631568146
561	0.01630753708
562	0.01628817749
563	0.01627153969
564	0.01624927139
565	0.01621791077
566	0.0161942997
567	0.01618958664
568	0.01617235184
569	0.01614904022
570	0.01612406921
571	0.0160942955
572	0.01607940292
573	0.01606534004
574	0.01605356216
575	0.01603765869
576	0.01602318954
577	0.01601217651
578	0.01599883461
579	0.01597308159
580	0.01596290016
581	0.01594137764
582	0.01593005562
583	0.0159096365
584	0.0158996954
585	0.01586793137
586	0.01585208988
587	0.01582990456
588	0.01578833961
589	0.01576400661
590	0.01574030018
591	0.01571024132
592	0.01568738937
593	0.01563719749
594	0.01562740707
595	0.01559320545
596	0.01557766914
597	0.01555536079
598	0.0155336647
599	0.0155009985
600	0.01548760319
601	0.01547760296
602	0.01545788765
603	0.01544393539
604	0.01543022346
605	0.01541958618
606	0.01540453053
607	0.01538295078
608	0.01537227821
609	0.01535267067
610	0.01534339428
611	0.01532275486
612	0.0152748785
613	0.01523955154
614	0.015233181
615	0.01522646713
616	0.01521615791
617	0.01519709301
618	0.0151891346
619	0.01517598629
620	0.01515808105
621	0.01514817047
622	0.01512649059
623	0.01511742973
624	0.01510557175
625	0.01509232521
626	0.01507587528
627	0.01505524158
628	0.01503932285
629	0.01501255035
630	0.01499291801
631	0.01498758698
632	0.01497231674
633	0.01496433926
634	0.01494577694
635	0.01494187355
636	0.01491887093
637	0.01490785217
638	0.01490158272
639	0.01488255405
640	0.01486342907
641	0.01484510994
642	0.01481221008
643	0.01480358887
644	0.01478074932
645	0.01476096535
646	0.01471603203
647	0.01468293571
648	0.01465000343
649	0.01463140678
650	0.01461787224
651	0.01461094666
652	0.01458443642
653	0.01456018543
654	0.01454295349
655	0.01452937317
656	0.01449780273
657	0.01447493076
658	0.01445752907
659	0.01444806767
660	0.01443325138
661	0.014420434
662	0.01441378212
663	0.01438729095
664	0.01437046719
665	0.0143613224
666	0.01434919262
667	0.01433151531
668	0.01431907272
669	0.01430206108
670	0.01429688454
671	0.01429109764
672	0.01427945995
673	0.01425519562
674	0.01424195957
675	0.01423585701
676	0.0142129612
677	0.01419689751
678	0.01418565941
679	0.01417776775
680	0.01417183781
681	0.01416573906
682	0.01415813923
683	0.0141360321
684	0.01412716484
685	0.01411161232
686	0.0140827446
687	0.01406782532
688	0.01405600548
689	0.01403389359
690	0.01402657604
691	0.01401781654
692	0.01400552559
693	0.0139934473
694	0.01397755051
695	0.01396509838
696	0.01396341419
697	0.01394895172
698	0.01393798828
699	0.01392273712
700	0.01391759586
701	0.01389647961
702	0.01387539005
703	0.01385587406
704	0.0138396883
705	0.01382078266
706	0.01379980278
707	0.0137810688
708	0.01374968433
709	0.01373229599
710	0.01371976185
711	0.01370517349
712	0.01369967842
713	0.01368115807
714	0.01367037392
715	0.01365812206
716	0.01364371681
717	0.01362962151
718	0.01362157822
719	0.01360413361
720	0.01358462143
721	0.01357173729
722	0.01355796242
723	0.01354547596
724	0.01353125095
725	0.01351474571
726	0.01349527931
727	0.01347913265
728	0.0134528656
729	0.01343468761
730	0.01341782379
731	0.01340487099
732	0.01339772224
733	0.01338560677
734	0.01336776543
735	0.01335329056
736	0.01332651711
737	0.0133137455
738	0.01330633354
739	0.01330090046
740	0.0132855854
741	0.01325814342
742	0.01324121475
743	0.01320283127
744	0.01319028664
745	0.01313392448
746	0.01311597729
747	0.01309803581
748	0.01308448887
749	0.01307348251
750	0.01306114578
751	0.013042202
752	0.01303013229
753	0.01302483654
754	0.01298826981
755	0.01298036766
756	0.01297278595
757	0.01295792389
758	0.01293946266
759	0.01292750168
760	0.01292111397
761	0.01290388489
762	0.01288039684
763	0.01286313057
764	0.01285972214
765	0.01283527565
766	0.01282596874
767	0.01279136276
768	0.01275811672
769	0.01275295067
770	0.0127496624
771	0.01273361015
772	0.01272427559
773	0.01270083332
774	0.01269575119
775	0.01267875099
776	0.01266324997
777	0.01264683342
778	0.01263230419
779	0.01261953163
780	0.01260370827
781	0.01259581184
782	0.01258680344
783	0.01257108879
784	0.01255932426
785	0.01254536533
786	0.01253043175
787	0.01252194786
788	0.01250027084
789	0.01249005985
790	0.01247778702
791	0.01246160316
792	0.01243070316
793	0.01241789722
794	0.01239248085
795	0.01238513851
796	0.01237030315
797	0.01236568165
798	0.01235134315
799	0.01233855534
800	0.01231799507
801	0.01230082703
802	0.012296381
803	0.01227959538
804	0.0122747097
805	0.01226632881
806	0.01226413536
807	0.01224138832
808	0.01222762108
809	0.01221552086
810	0.01220827961
811	0.01215765667
812	0.01214707947
813	0.01213512421
814	0.01211856842
815	0.01209173203
816	0.01208356953
817	0.01205816841
818	0.01205058098
819	0.01204438972
820	0.01202272415
821	0.01200766277
822	0.01198625374
823	0.01197124577
824	0.01196210957
825	0.01194875622
826	0.01192756081
827	0.01191335201
828	0.01190169144
829	0.01189212894
830	0.01187169456
831	0.01185361862
832	0.011845891
833	0.01183476257
834	0.01183353424
835	0.01182363892
836	0.01180450249
837	0.01179193878
838	0.01177807999
839	0.01176569748
840	0.01175095654
841	0.01173535538
842	0.01172397137
843	0.01170892715
844	0.01170141411
845	0.01169563961
846	0.01168047714
847	0.01166017056
848	0.01164890289
849	0.01164422226
850	0.01163237762
851	0.01162573147
852	0.01161431885
853	0.01160571289
854	0.01159403324
855	0.01158574104
856	0.0115745945
857	0.01155992985
858	0.01155264282
859	0.01154380035
860	0.01152131081
861	0.01150986099
862	0.01149858093
863	0.0114806385
864	0.01146975327
865	0.01146180725
866	0.0114545784
867	0.01144966125
868	0.01144781208
869	0.01144400692
870	0.0114428854
871	0.01142535877
872	0.01140718842
873	0.01139557171
874	0.01138608551
875	0.0113749752
876	0.0113558197
877	0.01134892464
878	0.01134365082
879	0.01133330441
880	0.01132651424
881	0.0113124485
882	0.01129136658
883	0.01127276421
884	0.0112560482
885	0.01125208855
886	0.01123382378
887	0.01120117569
888	0.01118571663
889	0.01117600441
890	0.01116935921
891	0.01115995693
892	0.01115352821
893	0.01112568283
894	0.01110739136
895	0.01108751297
896	0.01107655716
897	0.01106819057
898	0.01105449867
899	0.01104549789
900	0.01103760147
901	0.01102757072
902	0.0110049305
903	0.01099186516
904	0.01099011993
905	0.0109821291
906	0.01097225094
907	0.01095897484
908	0.0109514389
909	0.01093849754
910	0.01092923164
911	0.01090147305
912	0.01088886452
913	0.0108794136
914	0.01087187481
915	0.01085890579
916	0.01083672237
917	0.01083112717
918	0.01082276344
919	0.01080219841
920	0.01079363251
921	0.01078280354
922	0.0107756424
923	0.01076664734
924	0.01075401115
925	0.01074137878
926	0.01072884941
927	0.01072286415
928	0.01071107578
929	0.01068993759
930	0.01068824005
931	0.01066294575
932	0.0106514492
933	0.01063467979
934	0.01062405396
935	0.01061501408
936	0.01060448647
937	0.01059075356
938	0.01057746696
939	0.01056796074
940	0.0105613718
941	0.01054446316
942	0.01053862
943	0.01052583122
944	0.01052150536
945	0.0105151825
946	0.01050290489
947	0.01049189091
948	0.01047720146
949	0.0104648695
950	0.01045973778
951	0.01044908619
952	0.01043204117
953	0.01042019272
954	0.0104086895
955	0.01039755917
956	0.01038985062
957	0.01038080883
958	0.01037468719
959	0.01036881638
960	0.01035854912
961	0.01035110092
962	0.01034613609
963	0.01034044075
964	0.01033053207
965	0.01031477833
966	0.01030528355
967	0.01029661655
968	0.01029110718
969	0.01028271961
970	0.0102810936
971	0.01027576923
972	0.01027012348
973	0.01026856041
974	0.01026701641
975	0.01026613808
976	0.01026215172
977	0.010255023
978	0.01023849869
979	0.01023328876
980	0.01022364426
981	0.01021006012
982	0.01020853424
983	0.01019824696
984	0.01019121456
985	0.01018614101
986	0.01017685699
987	0.0101715517
988	0.01015539932
989	0.01014547729
990	0.01014402199
991	0.01013910198
992	0.01012998199
993	0.0101090374
994	0.01009947014
995	0.01009152508
996	0.01007905388
997	0.01005704689
998	0.0100479002
999	0.01003699112
